virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,Color,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,
,ACROBATA-Art:5087BR,0201005570,0201005820,ACROBATA-Art-5087BR-0201005570,TXL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201042160,0201005820,ACROBATA-Art-5087BR-0201042160,TXL,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201038500,0201005820,ACROBATA-Art-5087BR-0201038500,TXL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005590,0201005820,ACROBATA-Art-5087BR-0201005590,TXL,GRIS,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005630,0201005820,ACROBATA-Art-5087BR-0201005630,TXL,LIMA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005600,0201005820,ACROBATA-Art-5087BR-0201005600,TXL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005620,0201005820,ACROBATA-Art-5087BR-0201005620,TXL,MILITAR,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005580,0201005820,ACROBATA-Art-5087BR-0201005580,TXL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201038480,0201005820,ACROBATA-Art-5087BR-0201038480,T3XL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005890,0201005820,ACROBATA-Art-5087BR-0201005890,TXXL,AZUL,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005850,0201005820,ACROBATA-Art-5087BR-0201005850,TXXL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201042150,0201005820,ACROBATA-Art-5087BR-0201042150,TXXL,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201038490,0201005820,ACROBATA-Art-5087BR-0201038490,TXXL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005870,0201005820,ACROBATA-Art-5087BR-0201005870,TXXL,GRIS,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005910,0201005820,ACROBATA-Art-5087BR-0201005910,TXXL,LIMA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005880,0201005820,ACROBATA-Art-5087BR-0201005880,TXXL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005900,0201005820,ACROBATA-Art-5087BR-0201005900,TXXL,MILITAR,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005860,0201005820,ACROBATA-Art-5087BR-0201005860,TXXL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005540,0201005820,ACROBATA-Art-5087BR-0201005540,TXXXL,AZUL,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005500,0201005820,ACROBATA-Art-5087BR-0201005500,TXXXL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005920,0201005820,ACROBATA-Art-5087BR-0201005920,TXXXL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201033210,0201005820,ACROBATA-Art-5087BR-0201033210,TXXXL,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005520,0201005820,ACROBATA-Art-5087BR-0201005520,TXXXL,GRIS,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005560,0201005820,ACROBATA-Art-5087BR-0201005560,TXXXL,LIMA,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005530,0201005820,ACROBATA-Art-5087BR-0201005530,TXXXL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005550,0201005820,ACROBATA-Art-5087BR-0201005550,TXXXL,MILITAR,,,1.0,Y,,,
,ACROBATA-Art:5087BR,0201005510,0201005820,ACROBATA-Art-5087BR-0201005510,TXXXL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5088BR,0201005930,,ACROBATA-Art-5088BR-0201005930,BOXER,ACROBATA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:5088BR<br />BOXER - ACROBATA,
5502,ACROBATA-Art:5090BR,0201033510,,ACROBATA-Art-5090BR-0201033510,TS,CACTUS,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"BOXER ACROBATA-Art:5090BR<br />BOXER MICROFIBRA SUBLIMADA ELÁSTICO PERSONALIZADO<br />
TALLES: S | M | L | XL | XXL Y TALLES ESP.<br />
COLORES: GEO | ROCK | SELVA | SKULLS",
,ACROBATA-Art:5090BR,0201006090,0201033510,ACROBATA-Art-5090BR-0201006090,TS,GEO,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006070,0201033510,ACROBATA-Art-5090BR-0201006070,TS,ROCK,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006080,0201033510,ACROBATA-Art-5090BR-0201006080,TS,SELVA,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006060,0201033510,ACROBATA-Art-5090BR-0201006060,TS,SKULLS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201033500,0201033510,ACROBATA-Art-5090BR-0201033500,TM,CACTUS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006050,0201033510,ACROBATA-Art-5090BR-0201006050,TM,GEO,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006030,0201033510,ACROBATA-Art-5090BR-0201006030,TM,ROCK,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006040,0201033510,ACROBATA-Art-5090BR-0201006040,TM,SELVA,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006020,0201033510,ACROBATA-Art-5090BR-0201006020,TM,SKULLS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201033490,0201033510,ACROBATA-Art-5090BR-0201033490,TL,CACTUS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006010,0201033510,ACROBATA-Art-5090BR-0201006010,TL,GEO,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005990,0201033510,ACROBATA-Art-5090BR-0201005990,TL,ROCK,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006000,0201033510,ACROBATA-Art-5090BR-0201006000,TL,SELVA,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005980,0201033510,ACROBATA-Art-5090BR-0201005980,TL,SKULLS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201033520,0201033510,ACROBATA-Art-5090BR-0201033520,TXL,CACTUS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005970,0201033510,ACROBATA-Art-5090BR-0201005970,TXL,GEO,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005950,0201033510,ACROBATA-Art-5090BR-0201005950,TXL,ROCK,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005960,0201033510,ACROBATA-Art-5090BR-0201005960,TXL,SELVA,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201005940,0201033510,ACROBATA-Art-5090BR-0201005940,TXL,SKULLS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201033530,0201033510,ACROBATA-Art-5090BR-0201033530,TXXL,CACTUS,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006130,0201033510,ACROBATA-Art-5090BR-0201006130,TXXL,GEO,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006110,0201033510,ACROBATA-Art-5090BR-0201006110,TXXL,ROCK,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006120,0201033510,ACROBATA-Art-5090BR-0201006120,TXXL,SELVA,,,1.0,Y,,,
,ACROBATA-Art:5090BR,0201006100,0201033510,ACROBATA-Art-5090BR-0201006100,TXXL,SKULLS,,,1.0,Y,,,
2411,ACROBATA-Art:5091BR,0201006240,,ACROBATA-Art-5091BR-0201006240,TS,AZUL,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"BOXER ACROBATA-Art:5091BR<br />BOXER ALGODÓN & LYCRA CEBRA ELÁSTICO PERSONALIZADO<br />
TALLES: S | M | L | XL<br />
COLORES: NEGRO | BLUE",
,ACROBATA-Art:5091BR,0201006250,0201006240,ACROBATA-Art-5091BR-0201006250,TS,BLUE,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006230,0201006240,ACROBATA-Art-5091BR-0201006230,TS,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006210,0201006240,ACROBATA-Art-5091BR-0201006210,TM,AZUL,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006220,0201006240,ACROBATA-Art-5091BR-0201006220,TM,BLUE,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006200,0201006240,ACROBATA-Art-5091BR-0201006200,TM,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006180,0201006240,ACROBATA-Art-5091BR-0201006180,TL,AZUL,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006190,0201006240,ACROBATA-Art-5091BR-0201006190,TL,BLUE,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006170,0201006240,ACROBATA-Art-5091BR-0201006170,TL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006150,0201006240,ACROBATA-Art-5091BR-0201006150,TXL,AZUL,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006160,0201006240,ACROBATA-Art-5091BR-0201006160,TXL,BLUE,,,1.0,Y,,,
,ACROBATA-Art:5091BR,0201006140,0201006240,ACROBATA-Art-5091BR-0201006140,TXL,NEGRO,,,1.0,Y,,,
5507,ACROBATA-Art:5092BR,0201006410,,ACROBATA-Art-5092BR-0201006410,TS,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"BOXER ACROBATA-Art:5092BR<br />BOXER ALGODÓN & LYCRA POKER ELÁSTICO PERSONALIZADO<br />
TALLES: S | M | L | XL | XXL Y TALLES ESP.<br />
COLORES: FRANCIA - MELANGE - NEGRO - VERDE",
,ACROBATA-Art:5092BR,0201038580,0201006410,ACROBATA-Art-5092BR-0201038580,TS,FLAMINGO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006450,0201006410,ACROBATA-Art-5092BR-0201006450,TS,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006430,0201006410,ACROBATA-Art-5092BR-0201006430,TS,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006420,0201006410,ACROBATA-Art-5092BR-0201006420,TS,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006440,0201006410,ACROBATA-Art-5092BR-0201006440,TS,VERDE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006360,0201006410,ACROBATA-Art-5092BR-0201006360,TM,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201038570,0201006410,ACROBATA-Art-5092BR-0201038570,TM,FLAMINGO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006400,0201006410,ACROBATA-Art-5092BR-0201006400,TM,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006380,0201006410,ACROBATA-Art-5092BR-0201006380,TM,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006370,0201006410,ACROBATA-Art-5092BR-0201006370,TM,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006390,0201006410,ACROBATA-Art-5092BR-0201006390,TM,VERDE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006310,0201006410,ACROBATA-Art-5092BR-0201006310,TL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201038560,0201006410,ACROBATA-Art-5092BR-0201038560,TL,FLAMINGO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006350,0201006410,ACROBATA-Art-5092BR-0201006350,TL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006330,0201006410,ACROBATA-Art-5092BR-0201006330,TL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006320,0201006410,ACROBATA-Art-5092BR-0201006320,TL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006340,0201006410,ACROBATA-Art-5092BR-0201006340,TL,VERDE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006260,0201006410,ACROBATA-Art-5092BR-0201006260,TXL,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201038590,0201006410,ACROBATA-Art-5092BR-0201038590,TXL,FLAMINGO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006300,0201006410,ACROBATA-Art-5092BR-0201006300,TXL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006460,0201006410,ACROBATA-Art-5092BR-0201006460,TXL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006280,0201006410,ACROBATA-Art-5092BR-0201006280,TXL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006270,0201006410,ACROBATA-Art-5092BR-0201006270,TXL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006290,0201006410,ACROBATA-Art-5092BR-0201006290,TXL,VERDE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201038600,0201006410,ACROBATA-Art-5092BR-0201038600,TXXL,FLAMINGO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006500,0201006410,ACROBATA-Art-5092BR-0201006500,TXXL,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006480,0201006410,ACROBATA-Art-5092BR-0201006480,TXXL,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006470,0201006410,ACROBATA-Art-5092BR-0201006470,TXXL,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:5092BR,0201006490,0201006410,ACROBATA-Art-5092BR-0201006490,TXXL,VERDE,,,1.0,Y,,,
,ACROBATA-Art:6001BR,0201006510,,ACROBATA-Art-6001BR-0201006510,BOXER,ACROBATA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:6001BR<br />BOXER - ACROBATA,
2419,ACROBATA-Art:6002BR,0201000060,,ACROBATA-Art-6002BR-0201000060,T10,AZUL,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"SLIP ACROBATA-Art:6002BR<br />BOXER BOYS COMBINADO 100% ALGODÓN<br />
TALLES: 10 - 12 - 14<br />
COLORES: AZUL | ROJO",
,ACROBATA-Art:6002BR,0201000050,0201000060,ACROBATA-Art-6002BR-0201000050,T10,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6002BR,0201000080,0201000060,ACROBATA-Art-6002BR-0201000080,T12,AZUL,,,1.0,Y,,,
,ACROBATA-Art:6002BR,0201000070,0201000060,ACROBATA-Art-6002BR-0201000070,T12,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6002BR,0201000100,0201000060,ACROBATA-Art-6002BR-0201000100,T14,AZUL,,,1.0,Y,,,
,ACROBATA-Art:6002BR,0201000090,0201000060,ACROBATA-Art-6002BR-0201000090,T14,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6003BR,0201006520,,ACROBATA-Art-6003BR-0201006520,BOXER,ACROBATA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:6003BR<br />BOXER - ACROBATA,
,ACROBATA-Art:6004BR,0201006530,,ACROBATA-Art-6004BR-0201006530,BOXER,ACROBATA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:6004BR<br />BOXER - ACROBATA,
,ACROBATA-Art:6006BR,0201006540,,ACROBATA-Art-6006BR-0201006540,BOXER,ACROBATA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:6006BR<br />BOXER - ACROBATA,
3557,ACROBATA-Art:6008BR,0201000120,,ACROBATA-Art-6008BR-0201000120,T8,ESMERALDA,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"BOXER ACROBATA-Art:6008BR<br />BOXER ALGODÓN & LYCRA HAWAII<br />
TALLES: 8-10-12-14<br />
COLORES: LIMA - ESMERALDA - ROJO",
,ACROBATA-Art:6008BR,0201000130,0201000120,ACROBATA-Art-6008BR-0201000130,T8,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000110,0201000120,ACROBATA-Art-6008BR-0201000110,T8,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000150,0201000120,ACROBATA-Art-6008BR-0201000150,T10,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000010,0201000120,ACROBATA-Art-6008BR-0201000010,T10,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000160,0201000120,ACROBATA-Art-6008BR-0201000160,T10,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000020,0201000120,ACROBATA-Art-6008BR-0201000020,T10,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000140,0201000120,ACROBATA-Art-6008BR-0201000140,T10,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000180,0201000120,ACROBATA-Art-6008BR-0201000180,T12,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000030,0201000120,ACROBATA-Art-6008BR-0201000030,T12,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000190,0201000120,ACROBATA-Art-6008BR-0201000190,T12,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000170,0201000120,ACROBATA-Art-6008BR-0201000170,T12,ROJO,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000210,0201000120,ACROBATA-Art-6008BR-0201000210,T14,ESMERALDA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000040,0201000120,ACROBATA-Art-6008BR-0201000040,T14,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000220,0201000120,ACROBATA-Art-6008BR-0201000220,T14,LIMA,,,1.0,Y,,,
,ACROBATA-Art:6008BR,0201000200,0201000120,ACROBATA-Art-6008BR-0201000200,T14,ROJO,,,1.0,Y,,,
2415,ACROBATA-Art:6009BR,0201000250,,ACROBATA-Art-6009BR-0201000250,T8,ARMY,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"BOXER ACROBATA-Art:6009BR<br />BOXER BOYS ALGODÓN & LYCRA ESTAMPADO CAMUFLADO<br />
TALLES: 8 - 10 - 12 - 14<br />
COLORES: ARMY | FRANCIA",
,ACROBATA-Art:6009BR,0201000240,0201000250,ACROBATA-Art-6009BR-0201000240,T8,BORDO,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000230,0201000250,ACROBATA-Art-6009BR-0201000230,T8,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000260,0201000250,ACROBATA-Art-6009BR-0201000260,T8,ORANGE,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000290,0201000250,ACROBATA-Art-6009BR-0201000290,T10,ARMY,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000280,0201000250,ACROBATA-Art-6009BR-0201000280,T10,BORDO,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000270,0201000250,ACROBATA-Art-6009BR-0201000270,T10,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000300,0201000250,ACROBATA-Art-6009BR-0201000300,T10,ORANGE,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000330,0201000250,ACROBATA-Art-6009BR-0201000330,T12,ARMY,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000320,0201000250,ACROBATA-Art-6009BR-0201000320,T12,BORDO,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000310,0201000250,ACROBATA-Art-6009BR-0201000310,T12,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000340,0201000250,ACROBATA-Art-6009BR-0201000340,T12,ORANGE,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000370,0201000250,ACROBATA-Art-6009BR-0201000370,T14,ARMY,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000360,0201000250,ACROBATA-Art-6009BR-0201000360,T14,BORDO,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000350,0201000250,ACROBATA-Art-6009BR-0201000350,T14,FRANCIA,,,1.0,Y,,,
,ACROBATA-Art:6009BR,0201000380,0201000250,ACROBATA-Art-6009BR-0201000380,T14,ORANGE,,,1.0,Y,,,
,ACROBATA-Art:6010BR,0201000390,,ACROBATA-Art-6010BR-0201000390,T8,GRIS,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,BOXER ACROBATA-Art:6010BR<br />T8 - GRIS,
,ACROBATA-Art:6010BR,0201000400,0201000390,ACROBATA-Art-6010BR-0201000400,T10,VARIOS,,,1.0,Y,,BOXER ACROBATA-Art:6010BR<br />T10 - VARIOS,
,ACROBATA-Art:6010BR,0201000410,0201000390,ACROBATA-Art-6010BR-0201000410,T12,VARIOS,,,1.0,Y,,BOXER ACROBATA-Art:6010BR<br />T12 - VARIOS,
3554,ACROBATA-Art:6012BR,0602000010,,ACROBATA-Art-6012BR-0602000010,T6,NEGRO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"PIJAMA ACROBATA-Art:6012BR<br />PIJAMA MANGA LARGA 100% ALGODÓN ESTAMPADO CAMUFLADO<br />
TALLES: 6-8-10-12<br />
COLORES: NEGRO",
,ACROBATA-Art:6012BR,0602000020,0602000010,ACROBATA-Art-6012BR-0602000020,T6,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000030,0602000010,ACROBATA-Art-6012BR-0602000030,T8,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000040,0602000010,ACROBATA-Art-6012BR-0602000040,T8,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000050,0602000010,ACROBATA-Art-6012BR-0602000050,T10,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000060,0602000010,ACROBATA-Art-6012BR-0602000060,T10,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000070,0602000010,ACROBATA-Art-6012BR-0602000070,T12,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000080,0602000010,ACROBATA-Art-6012BR-0602000080,T12,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6012BR,0602000090,0602000010,ACROBATA-Art-6012BR-0602000090,T14,NEGRO,,,1.0,Y,,,
3555,ACROBATA-Art:6014BR,0602000110,,ACROBATA-Art-6014BR-0602000110,T6,MELANGE,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"PIJAMA ACROBATA-Art:6014BR<br />PIJAMA MANGA LARGA CON REMERA MELANGE Y PANTALÓN A CUADROS<br />
TALLES: 6-8-10-12<br />
COLORES: MELANGE",
,ACROBATA-Art:6014BR,0602000100,0602000110,ACROBATA-Art-6014BR-0602000100,T6,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000120,0602000110,ACROBATA-Art-6014BR-0602000120,T8,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000130,0602000110,ACROBATA-Art-6014BR-0602000130,T8,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000150,0602000110,ACROBATA-Art-6014BR-0602000150,T10,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000140,0602000110,ACROBATA-Art-6014BR-0602000140,T10,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000170,0602000110,ACROBATA-Art-6014BR-0602000170,T12,MELANGE,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000160,0602000110,ACROBATA-Art-6014BR-0602000160,T12,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6014BR,0602000180,0602000110,ACROBATA-Art-6014BR-0602000180,T14,MELANGE,,,1.0,Y,,,
3552,ACROBATA-Art:6015BR,0319000010,,ACROBATA-Art-6015BR-0319000010,T8,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata,"CAMISETA ACROBATA-Art:6015BR<br />REMERA MANGA LARGA BOYS 100% ALGODÓN CON ESCOTE REDONDO<br />
TALLES: 6-8-10-12<br />
COLORES: BLANCO - NEGRO",
,ACROBATA-Art:6015BR,0319000020,0319000010,ACROBATA-Art-6015BR-0319000020,T8,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6015BR,0319000030,0319000010,ACROBATA-Art-6015BR-0319000030,T10,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:6015BR,0319000040,0319000010,ACROBATA-Art-6015BR-0319000040,T10,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6015BR,0319000050,0319000010,ACROBATA-Art-6015BR-0319000050,T12,BLANCO,,,1.0,Y,,,
,ACROBATA-Art:6015BR,0319000060,0319000010,ACROBATA-Art-6015BR-0319000060,T12,NEGRO,,,1.0,Y,,,
,ACROBATA-Art:6015BR,0201038110,0319000010,ACROBATA-Art-6015BR-0201038110,T14,NEGRO,,,1.0,Y,,,
8400,ACROBATA-Art:6016BR,0303016060,,ACROBATA-Art-6016BR-0303016060,T08,UNICO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~Color,1.0,Y,Lenceria de Hombre/Acrobata," ACROBATA-Art:6016BR<br />Remera de microfibra con protección de rayos UV<br />
Talles: 0 - 2 - 4  - 6 - 8 <br />
Colores: Blanco / Negro",
,ACROBATA-Art:6016BR,0303016050,0303016060,ACROBATA-Art-6016BR-0303016050,T06,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6016BR,0303016040,0303016060,ACROBATA-Art-6016BR-0303016040,T04,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6016BR,0303016030,0303016060,ACROBATA-Art-6016BR-0303016030,T02,UNICO,,,1.0,Y,,,
,ACROBATA-Art:6016BR,0303016020,0303016060,ACROBATA-Art-6016BR-0303016020,T0,UNICO,,,1.0,Y,,,
