Cod_articulo,Descripcion,Desc_adicional,Familia,Codigo_Barras
0201002960,5023BR TXXL CANARIO,BOXER,LINEA UNDERWARE HOMBRE,5023XXL078
0201002970,5023BR TXXL OCEANO,BOXER,LINEA UNDERWARE HOMBRE,5023XXL096
0201002980,5024BR TXL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024EXL097
0201002990,5024BR TXL FLORAL,BOXER,LINEA UNDERWARE HOMBRE,5024EXL100
0201003000,5024BR TXL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024EXL103
0201003010,5024BR TXL  PALMS BOXER,BOXER,LINEA UNDERWARE HOMBRE,5024EXL108
0201003020,5024BR TL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024LAR097
0201003030,5024BR TL FLORAL,BOXER,LINEA UNDERWARE HOMBRE,5024LAR100
0201003040,5024BR TL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024LAR103
0201003050,5024BR TL  PALMS BOXER,BOXER,LINEA UNDERWARE HOMBRE,5024LAR108
0201003060,5024BR TM BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024MED097
0201003070,5024BR TM FLORAL,BOXER,LINEA UNDERWARE HOMBRE,5024MED100
0201003080,5024BR TM BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024MED103
0201003090,5024BR TM  PALMS BOXER,BOXER,LINEA UNDERWARE HOMBRE,5024MED108
0201003100,5024BR TS BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024SMA097
0201003110,5024BR TS FLORAL,BOXER,LINEA UNDERWARE HOMBRE,5024SMA100
0201003120,5024BR TS BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024SMA103
0201003130,5024BR TS  PALMS BOXER,BOXER,LINEA UNDERWARE HOMBRE,5024SMA108
0201003140,5024BR TXXL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024XXL097
0201003150,5024BR TXXL FLORAL,BOXER,LINEA UNDERWARE HOMBRE,5024XXL100
0201003160,5024BR TXXL BIRD,BOXER,LINEA UNDERWARE HOMBRE,5024XXL103
0201003170,5024BR TXXL  PALMS BOXER,BOXER,LINEA UNDERWARE HOMBRE,5024XXL108
0201003180,5025BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5025EXL051
0201003190,5025BR TXL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5025EXL069
0201003200,5025BR TXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5025EXL085
0201003210,5025BR TL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5025LAR051
0201003220,5025BR TL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5025LAR069
0201003230,5025BR TL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5025LAR085
0201003240,5025BR TM FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5025MED051
0201003250,5025BR TM FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5025MED069
0201003260,5025BR TM BORDO,BOXER,LINEA UNDERWARE HOMBRE,5025MED085
0201003270,5025BR TS FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5025SMA051
0201003280,5025BR TS FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5025SMA069
0201003290,5025BR TS BORDO,BOXER,LINEA UNDERWARE HOMBRE,5025SMA085
0201003300,5026BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5026EXL013
0201003310,5026BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5026LAR013
0201003320,5026BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5026MED013
0201003330,5026BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5026SMA013
0201003340,5026BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5026XXL013
0201003350,5027BR TXL CUADRLLE,BOXER,LINEA UNDERWARE HOMBRE,5027EXL086
0201003360,5027BR TXL ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,5027EXL087
0201003370,5027BR TXL GEO,BOXER,LINEA UNDERWARE HOMBRE,5027EXL088
0201003380,5027BR TL CUADRLLE,BOXER,LINEA UNDERWARE HOMBRE,5027LAR086
0201003390,5027BR TL ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,5027LAR087
0201003400,5027BR TL GEO,BOXER,LINEA UNDERWARE HOMBRE,5027LAR088
0201003410,5027BR TM CUADRLLE,BOXER,LINEA UNDERWARE HOMBRE,5027MED086
0201003420,5027BR TM ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,5027MED087
0201003430,5027BR TM GEO,BOXER,LINEA UNDERWARE HOMBRE,5027MED088
0201003440,5027BR TS CUADRLLE,BOXER,LINEA UNDERWARE HOMBRE,5027SMA086
0201003450,5027BR TS ESCOCES,BOXER,LINEA UNDERWARE HOMBRE,5027SMA087
0201003460,5027BR TS GEO,BOXER,LINEA UNDERWARE HOMBRE,5027SMA088
0201003470,5028BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5028EXL002
0201003480,5028BR TXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5028EXL015
0201003490,5028BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5028EXL051
0201003500,5028BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5028LAR002
0201003510,5028BR TL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5028LAR015
0201003520,5028BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5028MED002
0201003530,5028BR TM AZUL,BOXER,LINEA UNDERWARE HOMBRE,5028MED015
0201003540,5028BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5028SMA002
0201003550,5028BR TS AZUL,BOXER,LINEA UNDERWARE HOMBRE,5028SMA015
0201003560,5029BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5029EXL013
0201003570,5029BR TXL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5029EXL016
0201003580,5029BR TXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5029EXL085
0201003590,5029BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5029EXLR013
0201003600,5029BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5029LAR013
0201003610,5029BR TL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5029LAR016
0201003620,5029BR TL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5029LAR085
0201003630,5029BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5029MED013
0201003640,5029BR TM MARINO,BOXER,LINEA UNDERWARE HOMBRE,5029MED016
0201003650,5029BR TM BORDO,BOXER,LINEA UNDERWARE HOMBRE,5029MED085
0201003660,5029BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5029SMA013
0201003670,5029BR TS MARINO,BOXER,LINEA UNDERWARE HOMBRE,5029SMA016
0201003680,5029BR TS BORDO,BOXER,LINEA UNDERWARE HOMBRE,5029SMA085
0201003690,5030BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5030EXL002
0201003700,5030BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5030EXL013
0201003710,5030BR TXL VERDE,BOXER,LINEA UNDERWARE HOMBRE,5030EXL030
0201003720,5030BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5030LAR002
0201003730,5030BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5030LAR013
0201003740,5030BR TL VERDE,BOXER,LINEA UNDERWARE HOMBRE,5030LAR030
0201003750,5030BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5030MED002
0201003760,5030BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5030MED013
0201003770,5030BR TM VERDE,BOXER,LINEA UNDERWARE HOMBRE,5030MED030
0201003780,5030BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5030SMA002
0201003790,5030BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5030SMA013
0201003800,5030BR TS VERDE,BOXER,LINEA UNDERWARE HOMBRE,5030SMA030
0201003810,5032BR TXXXL FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,50323XL006
0201003820,5032BR TXL FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,5032EXL006
0201003830,5032BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5032EXL051
0201003840,5032BR TXL LIMA,BOXER,LINEA UNDERWARE HOMBRE,5032EXL068
0201003850,5032BR TL FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,5032LAR006
0201003860,5032BR TL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5032LAR051
0201003870,5032BR TL LIMA,BOXER,LINEA UNDERWARE HOMBRE,5032LAR068
0201003880,5032BR TM FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,5032MED006
0201003890,5032BR TM FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5032MED051
0201003900,5032BR TM LIMA,BOXER,LINEA UNDERWARE HOMBRE,5032MED068
0201003910,5032BR TS FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,5032SMA006
0201003920,5032BR TS FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5032SMA051
0201003930,5032BR TS LIMA,BOXER,LINEA UNDERWARE HOMBRE,5032SMA068
0201003940,5032BR TXXL FUCSIA,BOXER,LINEA UNDERWARE HOMBRE,5032XXL006
0201003950,5032BR TXXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5032XXL051
0201003960,5032BR TXXL LIMA,BOXER,LINEA UNDERWARE HOMBRE,5032XXL068
0201003970,5034BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5034EXL002
0201003980,5034BR TXL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5034EXL016
0201003990,5034BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5034LAR002
0201004000,5034BR TL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5034LAR016
0201004010,5034BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5034MED002
0201004020,5034BR TM MARINO,BOXER,LINEA UNDERWARE HOMBRE,5034MED016
0201004030,5034BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5034SMA002
0201004040,5034BR TS MARINO,BOXER,LINEA UNDERWARE HOMBRE,5034SMA016
0201004050,5036BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5036EXL051
0201004060,5036BR TXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5036EXL085
0201004070,5036BR TL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5036LAR051
0201004080,5036BR TL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5036LAR085
0201004090,5036BR TM FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5036MED051
0201004100,5036BR TM BORDO,BOXER,LINEA UNDERWARE HOMBRE,5036MED085
0201004110,5036BR TS FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5036SMA051
0201004120,5036BR TS BORDO,BOXER,LINEA UNDERWARE HOMBRE,5036SMA085
0201004130,5036BR TXXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5036XXL051
0201004140,5036BR TXXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5036XXL085
0201004150,5040BR BOXER,BOXER,LINEA UNDERWARE HOMBRE,5040BR
0201004160,5040BR TXL HAIWAINA,BOXER,LINEA UNDERWARE HOMBRE,5040EXL110
0201004170,5040BR TXL PINEAPPLE,BOXER,LINEA UNDERWARE HOMBRE,5040EXL111
0201004180,5040BR TL HAIWAINA,BOXER,LINEA UNDERWARE HOMBRE,5040LAR110
0201004190,5040BR TL PINEAPPLE,BOXER,LINEA UNDERWARE HOMBRE,5040LAR111
0201004200,5040BR TM HAIWAINA,BOXER,LINEA UNDERWARE HOMBRE,5040MED110
0201004210,5040BR TM PINEAPPLE,BOXER,LINEA UNDERWARE HOMBRE,5040MED111
0201004220,5040BR TS HAIWAINA,BOXER,LINEA UNDERWARE HOMBRE,5040SMA110
0201004230,5040BR TS PINEAPPLE,BOXER,LINEA UNDERWARE HOMBRE,5040SMA111
0201004240,5042BR BOXER,BOXER,LINEA UNDERWARE HOMBRE,5042BR
0201004250,5042BR TXL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5042EXL016
0201004260,5042BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5042EXL051
0201004270,5042BR TXL MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5042EXL067
0201004280,5042BR TXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5042EXL085
0201004290,5042BR TL MARINO,BOXER,LINEA UNDERWARE HOMBRE,5042LAR016
0201004300,5042BR TL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5042LAR051
0201004310,5042BR TL MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5042LAR067
0201004320,5042BR TL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5042LAR085
0201004330,5042BR TM MARINO,BOXER,LINEA UNDERWARE HOMBRE,5042MED016
0201004340,5042BR TM FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5042MED051
0201004350,5042BR TM MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5042MED067
0201004360,5042BR TM BORDO,BOXER,LINEA UNDERWARE HOMBRE,5042MED085
0201004370,5042BR TS MARINO,BOXER,LINEA UNDERWARE HOMBRE,5042SMA016
0201004380,5042BR TS FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5042SMA051
0201004390,5042BR TS MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5042SMA067
0201004400,5042BR TS BORDO,BOXER,LINEA UNDERWARE HOMBRE,5042SMA085
0201004410,5046BR BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046BR
0201004420,5046BR TXL  MELANGE BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046EXL013
0201004430,5046BR TXL  MARINO BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046EXL016
0201004440,5046BR TXL TURQUESA,BOXER,LINEA UNDERWARE HOMBRE,5046EXL104
0201004450,5046BR TL  MELANGE BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046LAR013
0201004460,5046BR TL  MARINO BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046LAR016
0201004470,5046BR TL TURQUESA,BOXER,LINEA UNDERWARE HOMBRE,5046LAR104
0201004480,5046BR TM  MELANGE BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046MED013
0201004490,5046BR TM  MARINO BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046MED016
0201004500,5046BR TM TURQUESA,BOXER,LINEA UNDERWARE HOMBRE,5046MED104
0201004510,5046BR TS  MELANGE BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046SMA013
0201004520,5046BR TS  MARINO BOXER,BOXER,LINEA UNDERWARE HOMBRE,5046SMA016
0201004530,5046BR TS TURQUESA,BOXER,LINEA UNDERWARE HOMBRE,5046SMA104
0201004540,5048BR TXXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,50483XL002
0201004550,5048BR TXXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,50483XL013
0201004560,5048BR TXXXL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,50483XL069
0201004570,5048BR TXXXL UVA,BOXER,LINEA UNDERWARE HOMBRE,50483XL102
0201004580,5048BR TS AL TXL,BOXER,LINEA UNDERWARE HOMBRE,5048BR
0201004590,5048BR1 TXXL-TXXXL,BOXER,LINEA UNDERWARE HOMBRE,5048BR1
0201004600,5048BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5048EXL002
0201004610,5048BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5048EXL013
0201004620,5048BR TXL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5048EXL069
0201004630,5048BR TXL UVA,BOXER,LINEA UNDERWARE HOMBRE,5048EXL102
0201004640,5048BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5048LAR002
0201004650,5048BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5048LAR013
0201004660,5048BR TL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5048LAR069
0201004670,5048BR TL UVA,BOXER,LINEA UNDERWARE HOMBRE,5048LAR102
0201004680,5048BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5048MED002
0201004690,5048BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5048MED013
0201004700,5048BR TM FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5048MED069
0201004710,5048BR TM UVA,BOXER,LINEA UNDERWARE HOMBRE,5048MED102
0201004720,5048BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5048SMA002
0201004730,5048BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5048SMA013
0201004740,5048BR TS FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5048SMA069
0201004750,5048BR TS UVA,BOXER,LINEA UNDERWARE HOMBRE,5048SMA102
0201004760,5048BR TXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5048XXL002
0201004770,5048BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5048XXL013
0201004780,5048BR TXXL FLAMINGO,BOXER,LINEA UNDERWARE HOMBRE,5048XXL069
0201004790,5048BR TXXL UVA,BOXER,LINEA UNDERWARE HOMBRE,5048XXL102
0201004800,5054BR TS AL TXL,BOXER,LINEA UNDERWARE HOMBRE,5054BR
0201004810,5054BR1 TXXL-TXXXL,BOXER,LINEA UNDERWARE HOMBRE,5054BR1
0201004820,5054BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5054EXL013
0201004830,5054BR TXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5054EXL051
0201004840,5054BR TXL UVA,BOXER,LINEA UNDERWARE HOMBRE,5054EXL102
0201004850,5054BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5054LAR013
0201004860,5054BR TL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5054LAR051
0201004870,5054BR TL UVA,BOXER,LINEA UNDERWARE HOMBRE,5054LAR102
0201004880,5054BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5054MED013
0201004890,5054BR TM FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5054MED051
0201004900,5054BR TM UVA,BOXER,LINEA UNDERWARE HOMBRE,5054MED102
0201004910,5054BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5054SMA013
0201004920,5054BR TS FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5054SMA051
0201004930,5054BR TS UVA,BOXER,LINEA UNDERWARE HOMBRE,5054SMA102
0201004940,5054BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5054XXL013
0201004950,5054BR TXXL FRANCIA,BOXER,LINEA UNDERWARE HOMBRE,5054XXL051
0201004960,5054BR TXXL UVA,BOXER,LINEA UNDERWARE HOMBRE,5054XXL102
0201004970,5084BR BOXER ACROBATA,BOXER,LINEA UNDERWARE HOMBRE,5084BR
0201004980,5085BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5085EXL002
0201004990,5085BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5085EXL013
0201005000,5085BR TXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5085EXL015
0201005010,5085BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5085LAR002
0201005020,5085BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5085LAR013
0201005030,5085BR TL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5085LAR015
0201005040,5085BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5085MED002
0201005050,5085BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5085MED013
0201005060,5085BR TM AZUL,BOXER,LINEA UNDERWARE HOMBRE,5085MED015
0201005070,5085BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5085SMA002
0201005080,5085BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5085SMA013
0201005090,5085BR TS AZUL,BOXER,LINEA UNDERWARE HOMBRE,5085SMA015
0201005100,5085BR TXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5085XXL002
0201005110,5085BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5085XXL013
0201005120,5085BR TXXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5085XXL015
0201005130,5086BR TXXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,50863XL002
0201005140,5086BR TXXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,50863XL013
0201005150,5086BR TXXXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,50863XL015
0201005160,5086BR TXXXL VERDE,BOXER,LINEA UNDERWARE HOMBRE,50863XL030
0201005170,5086BR TXXXL TOPO,BOXER,LINEA UNDERWARE HOMBRE,50863XL064
0201005180,5086BR TXXXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,50863XL085
0201005190,5086BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5086EXL002
0201005200,5086BR TXL PIEL,BOXER,LINEA UNDERWARE HOMBRE,5086EXL012
0201005210,5086BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5086EXL013
0201005220,5086BR TXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5086EXL015
0201005230,5086BR TXL VERDE,BOXER,LINEA UNDERWARE HOMBRE,5086EXL030
0201005240,5086BR TXL TOPO,BOXER,LINEA UNDERWARE HOMBRE,5086EXL064
0201005250,5086BR TXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5086EXL085
0201005260,5086BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5086LAR002
0201005270,5086BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5086LAR013
0201005280,5086BR TL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5086LAR015
0201005290,5086BR TL VERDE,BOXER,LINEA UNDERWARE HOMBRE,5086LAR030
0201005300,5086BR TL TOPO,BOXER,LINEA UNDERWARE HOMBRE,5086LAR064
0201005310,5086BR TL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5086LAR085
0201005320,5086BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5086MED002
0201005330,5086BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5086MED013
0201005340,5086BR TM AZUL,BOXER,LINEA UNDERWARE HOMBRE,5086MED015
0201005350,5086BR TM VERDE,BOXER,LINEA UNDERWARE HOMBRE,5086MED030
0201005360,5086BR TM TOPO,BOXER,LINEA UNDERWARE HOMBRE,5086MED064
0201005370,5086BR TM BORDO,BOXER,LINEA UNDERWARE HOMBRE,5086MED085
0201005380,5086BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5086SMA002
0201005390,5086BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5086SMA013
0201005400,5086BR TS AZUL,BOXER,LINEA UNDERWARE HOMBRE,5086SMA015
0201005410,5086BR TS VERDE,BOXER,LINEA UNDERWARE HOMBRE,5086SMA030
0201005420,5086BR TS TOPO,BOXER,LINEA UNDERWARE HOMBRE,5086SMA064
0201005430,5086BR TS BORDO,BOXER,LINEA UNDERWARE HOMBRE,5086SMA085
0201005440,5086BR TXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5086XXL002
0201005450,5086BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5086XXL013
0201005460,5086BR TXXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5086XXL015
0201005470,5086BR TXXL VERDE,BOXER,LINEA UNDERWARE HOMBRE,5086XXL030
0201005480,5086BR TXXL TOPO,BOXER,LINEA UNDERWARE HOMBRE,5086XXL064
0201005490,5086BR TXXL BORDO,BOXER,LINEA UNDERWARE HOMBRE,5086XXL085
0201005500,5087BR TXXXL BLANCO,BOXER,LINEA UNDERWARE HOMBRE,50873XL001
0201005510,5087BR TXXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,50873XL002
0201005520,5087BR TXXXL GRIS,BOXER,LINEA UNDERWARE HOMBRE,50873XL008
0201005530,5087BR TXXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,50873XL013
0201005540,5087BR TXXXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,50873XL015
0201005550,5087BR TXXXL MILITAR,BOXER,LINEA UNDERWARE HOMBRE,50873XL067
0201005560,5087BR TXXXL LIMA,BOXER,LINEA UNDERWARE HOMBRE,50873XL068
0201005570,5087BR TXL BLANCO,BOXER,LINEA UNDERWARE HOMBRE,5087EXL001
0201005580,5087BR TXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5087EXL002
0201005590,5087BR TXL GRIS,BOXER,LINEA UNDERWARE HOMBRE,5087EXL008
0201005600,5087BR TXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5087EXL013
0201005610,5087BR TXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5087EXL015
0201005620,5087BR TXL MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5087EXL067
0201005630,5087BR TXL LIMA,BOXER,LINEA UNDERWARE HOMBRE,5087EXL068
0201005640,5087BR TL BLANCO,BOXER,LINEA UNDERWARE HOMBRE,5087LAR001
0201005650,5087BR TL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5087LAR002
0201005660,5087BR TL GRIS,BOXER,LINEA UNDERWARE HOMBRE,5087LAR008
0201005670,5087BR TL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5087LAR013
0201005680,5087BR TL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5087LAR015
0201005690,5087BR TL MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5087LAR067
0201005700,5087BR TL LIMA,BOXER,LINEA UNDERWARE HOMBRE,5087LAR068
0201005710,5087BR TM BLANCO,BOXER,LINEA UNDERWARE HOMBRE,5087MED001
0201005720,5087BR TM NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5087MED002
0201005730,5087BR TM GRIS,BOXER,LINEA UNDERWARE HOMBRE,5087MED008
0201005740,5087BR TM MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5087MED013
0201005750,5087BR TM AZUL,BOXER,LINEA UNDERWARE HOMBRE,5087MED015
0201005760,5087BR TM MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5087MED067
0201005770,5087BR TM LIMA,BOXER,LINEA UNDERWARE HOMBRE,5087MED068
0201005780,5087BR TS BLANCO,BOXER,LINEA UNDERWARE HOMBRE,5087SMA001
0201005790,5087BR TS NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5087SMA002
0201005800,5087BR TS GRIS,BOXER,LINEA UNDERWARE HOMBRE,5087SMA008
0201005810,5087BR TS MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5087SMA013
0201005820,5087BR TS AZUL,BOXER,LINEA UNDERWARE HOMBRE,5087SMA015
0201005830,5087BR TS MILITAR,BOXER,LINEA UNDERWARE HOMBRE,5087SMA067
0201005840,5087BR TS LIMA,BOXER,LINEA UNDERWARE HOMBRE,5087SMA068
0201005850,5087BR TXXL BLANCO,BOXER,LINEA UNDERWARE HOMBRE,5087XXL001
0201005860,5087BR TXXL NEGRO,BOXER,LINEA UNDERWARE HOMBRE,5087XXL002
0201005870,5087BR TXXL GRIS,BOXER,LINEA UNDERWARE HOMBRE,5087XXL008
0201005880,5087BR TXXL MELANGE,BOXER,LINEA UNDERWARE HOMBRE,5087XXL013
0201005890,5087BR TXXL AZUL,BOXER,LINEA UNDERWARE HOMBRE,5087XXL015
